"tip","time","weekday","distance","duration_min","points","deliveries_count","fare","month","time_sin","time_cos","geo_distance","speed","geo_speed","log_tip","log_distance","dist_dur","is_weekday","is_summer","time_of_day","log_points","poin_deli","deliveries_f"
5,11.5,6,0.66,7.38333333333333,3,1,2,7,-0.258819045102522,-0.608761429008721,0.212925590013999,0.0893905191873589,0.0288386803630698,1.79175946922805,0.506817602368452,3.74200329748707,1,1,"afternoon",1.38629436111989,3,"1"
4.71,10.5,2,0.96,16.8333333333333,1,1,4.37,8,-0.707106781186548,-0.793353340291235,0.171126203385701,0.057029702970297,0.0101659130724179,1.74221902366792,0.672944473242426,11.3278986329141,1,1,"afternoon",0.693147180559945,1,"1"
7,7.5,6,5.01,19.4833333333333,1,1,4.05,6,-0.707106781186547,-0.99144486137381,1.90476271230575,0.257142857142857,0.0977636978086782,2.07944154167984,1.79342474854712,34.9418921841929,1,1,"afternoon",0.693147180559945,1,"1"
1,13,3,1.42,13.2833333333333,1,1,4.99,7,0.5,-0.258819045102521,8.69060704600518,0.106900878293601,0.654248962058107,0.693147180559945,0.883767540168595,11.7393788252395,1,1,"afternoon",0.693147180559945,1,"1"
4.84,19.5,4,3.34,23.3833333333333,12,3,5.68,8,-0.707106781186547,0.99144486137381,1.4517309167317,0.142836778332145,0.0620840021410564,1.76473079684014,1.46787434811231,34.3237951733595,1,1,"evening",2.56494935746154,36,"3"
3,19.5,2,3.24,26.85,12,1,7.05,4,-0.707106781186547,0.99144486137381,1.96364857019322,0.120670391061453,0.0731340249606413,1.38629436111989,1.44456326924387,38.7865237791978,1,0,"evening",2.56494935746154,12,"1"
9.61,21.5,2,11.6,35.3833333333333,1,1,5.42,6,-0.965925826289068,0.923879532511287,8.52495278478956,0.327837965143665,0.240931308095795,2.36179695262589,2.53369681395743,89.6506389338604,1,1,"night",0.693147180559945,1,"1"
4.67,0,4,7.03,26.6833333333333,1,1,8.82,5,0,0.5,0.570855959179364,0.263460337289194,0.0213937273896076,1.73518911773966,2.08318452795867,55.5863071543638,1,1,"night",0.693147180559945,1,"1"
2,23,2,2.52,13.2,1,1,6.09,9,-0.500000000000001,0.707106781186548,0.734316416656938,0.190909090909091,0.0556300315649195,1.09861228866811,1.25846098961001,16.6116850628521,1,1,"night",0.693147180559945,1,"1"
3,23.5,1,2.9,20.1833333333333,1,1,4.03,6,-0.258819045102521,0.608761429008721,1.71712736863477,0.143682906688687,0.0850765005103934,1.38629436111989,1.3609765531356,27.4690434307868,1,1,"night",0.693147180559945,1,"1"
7.77,22,0,1.56,9.38333333333333,1,1,2.51,8,-0.866025403784439,0.866025403784439,0.298640668181517,0.166252220248668,0.0318267141934121,2.17133680638409,0.940007258491471,8.8204014421783,1,1,"night",0.693147180559945,1,"1"
3.81,9,3,10.78,32.95,1,1,3.8,5,-1,-0.965925826289068,3.09082285878686,0.327162367223065,0.0938034251528636,1.57069708411767,2.46640317822344,81.2679847224624,1,1,"afternoon",0.693147180559945,1,"1"
5,19.5,4,3.07,19.6,6,1,3.56,7,-0.707106781186547,0.99144486137381,0.765365454152594,0.156632653061224,0.0390492578649283,1.79175946922805,1.4036429994545,27.5114027893083,1,1,"evening",1.94591014905531,6,"1"
16.69,16,5,7.32,22.3,1,2,4.42,6,0.866025403784439,0.5,5.39076741241585,0.328251121076233,0.241738448987258,2.87299950817169,2.11866225483312,47.2461682827785,1,1,"evening",0.693147180559945,2,"2"
5,22,3,3.46,15.7833333333333,1,1,5.06,5,-0.866025403784439,0.866025403784439,1.04568690671669,0.21921858500528,0.0662526023262954,1.79175946922805,1.49514876603197,23.5984313572046,1,1,"night",0.693147180559945,1,"1"
6.25,20.5,6,2.35,7.91666666666667,6,2,2.81,6,-0.965925826289068,0.99144486137381,1.00895039061499,0.296842105263158,0.127446365130314,1.98100146886658,1.20896034583698,9.57093607120939,1,1,"evening",1.94591014905531,12,"2"
0.5,19.5,0,2.09,18.8833333333333,6,1,4.52,4,-0.707106781186547,0.99144486137381,0.663667698304683,0.110679611650485,0.0351456857001597,0.405465108108164,1.12817109090965,21.3036307666773,1,0,"evening",1.94591014905531,6,"1"
15.65,2,4,3.78,50.1333333333333,2,2,5.87,3,0.866025403784439,-1.83697019872103e-16,2.70315773275791,0.0753989361702128,0.0539193696693731,2.81241021642645,1.56444054650336,78.4306193980353,1,0,"night",1.09861228866811,4,"2"
6,18.5,5,0.87,16.4333333333333,6,1,4.62,4,-0.25881904510252,0.923879532511287,0.307550757852578,0.0529411764705882,0.0187150562587776,1.94591014905531,0.625938430866495,10.2862548805727,1,0,"evening",1.94591014905531,6,"1"
6.25,17.5,2,5.68,36.25,6,1,4.78,4,0.258819045102521,0.793353340291235,3.12988900270213,0.156689655172414,0.0863417655917828,1.98100146886658,1.89911798754855,68.8430270486351,1,0,"evening",1.94591014905531,6,"1"
3.4,23.5,0,4.44,37.0166666666667,1,1,4.64,9,-0.258819045102521,0.608761429008721,2.06969964039335,0.119945970283656,0.0559126422438546,1.48160454092422,1.69377906086785,62.698054903125,1,1,"night",0.693147180559945,1,"1"
18.52,18,6,3.25,20.3166666666667,6,1,3.59,5,3.67394039744206e-16,0.866025403784439,2.04307100030293,0.159967186218212,0.100561328973073,2.97143958098495,1.44691898293633,29.3965706699897,1,1,"evening",1.94591014905531,6,"1"
