"tip","time","weekday","distance","duration_min","points","deliveries_count","fare","month","time_sin","time_cos","geo_distance","speed","geo_speed"
7.72,21,0,4.37,20.65,6,1,3.54,8,-1,-4.28626379701574e-16,3.07767778844289,0.211622276029056,0.149040086607404
7,20.5,4,1.63,14.15,6,1,3.03,7,-0.965925826289068,-0.258819045102523,2.3611450062821,0.115194346289753,0.166865371468699
15.23,21,4,12.38,39.5166666666667,12,2,17.15,7,-1,-4.28626379701574e-16,2.54196995052842,0.313285533530156,0.0643265276388464
10.86,22,4,3.97,22.3,1,1,4.02,7,-0.866025403784439,0.499999999999999,2.83563907310589,0.178026905829596,0.127158702829861
11.05,23.5,4,2.06,9.93333333333333,1,1,3.49,7,-0.258819045102521,0.965925826289068,2.41257101472879,0.20738255033557,0.24287627665055
1.5,8,2,1.53,13.6833333333333,1,1,2.54,6,-0.866025403784438,-0.5,7.97531649220902,0.111814859926918,0.582848951927578
3,8.5,2,7.47,30.9,1,1,13.42,6,-0.965925826289068,-0.258819045102521,2.64263720771329,0.241747572815534,0.0855222397318217
6.04,9.5,2,19.06,51.3166666666667,1,1,10.03,6,-0.965925826289068,0.25881904510252,7.73875055957265,0.371419291977915,0.150803843317427
6.97,11.5,2,7.88,49.0833333333333,6,2,6.75,6,-0.258819045102522,0.965925826289068,2.62368079617278,0.160543293718166,0.0534535985637918
5.05,12.5,2,21.49,6,9,3,20.05,6,0.258819045102521,0.965925826289068,2.74292934205813,3.58166666666667,0.457154890343021
4,17.5,2,13.04,45.8666666666667,6,1,8.01,6,0.258819045102521,-0.965925826289068,4.50100654106176,0.284302325581395,0.0981324100522186
0.34,18,2,4.8,28.2833333333333,6,1,10.75,6,3.67394039744206e-16,-1,7.78926004948072,0.169711255156158,0.27540106244481
4.24,18,2,1.35,15.9166666666667,6,1,2.8,6,3.67394039744206e-16,-1,2.68710329542449,0.0848167539267016,0.168823243691591
17.94,18.5,2,10.33,35.6,12,3,6.38,6,-0.25881904510252,-0.965925826289068,5.67331497464346,0.290168539325843,0.159362780186614
9.63,19.5,2,2.52,15.6666666666667,6,1,3.08,6,-0.707106781186547,-0.707106781186548,4.49874014475989,0.160851063829787,0.28715362626127
1,19.5,2,1.93,22.9,6,1,3.42,6,-0.707106781186547,-0.707106781186548,0.107210695311537,0.0842794759825328,0.0046816897515955
6.78,1,1,4.11,21.3166666666667,1,1,3.24,3,0.5,0.866025403784439,0.484698908654613,0.192806880375293,0.0227380254255487
